,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
3289,Middle-Aged, Private,"<=375,000", 11th,4-8, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, Cuba, <=50K
3290,Middle-Aged, Private,"<=375,000", 11th,4-8, Divorced, Exec-managerial, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
3291,Old,,"<=375,000", 7th-8th,0-4, Married-civ-spouse,, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
3292,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
3293,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3294,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Exec-managerial, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3295,Young, Private,"<=375,000", Some-college,8-12, Never-married, Tech-support, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
3296,Young, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3297,Old,,"<=375,000", HS-grad,8-12, Married-civ-spouse,, Husband, White, Male,No Gain,No Loss,20-40hrs, Canada, >50K
3298,Young, Private,"<=375,000", Some-college,8-12, Never-married, Other-service, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3299,Young, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3300,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
3301,Middle-Aged, Private,"<=375,000", 11th,4-8, Divorced, Craft-repair, Other-relative, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3302,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
3303,Middle-Aged, Private,">375,000 and <=750,000", Bachelors,12-16, Married-civ-spouse, Other-service, Husband, White, Male,No Gain,No Loss,20-40hrs, El-Salvador, <=50K
3304,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
3305,Middle-Aged, Self-emp-not-inc,">375,000 and <=750,000", Bachelors,12-16, Divorced, Exec-managerial, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3306,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3307,Old, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3308,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3309,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3310,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3311,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3312,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3313,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3314,Middle-Aged, Private,"<=375,000", 11th,4-8, Never-married, Transport-moving, Not-in-family, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3315,Old, Private,"<=375,000", 12th,4-8, Widowed, Sales, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3316,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Never-married, Protective-serv, Not-in-family, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3317,Middle-Aged, Federal-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Tech-support, Husband, White, Male,Medium Gain,No Loss,20-40hrs, Guatemala, >50K
3318,Old, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3319,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Machine-op-inspct, Own-child, White, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
3320,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3321,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Tech-support, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
3322,Middle-Aged, Private,">375,000 and <=750,000", Some-college,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3323,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3324,Old, Private,"<=375,000", Masters,12-16, Widowed, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3325,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3326,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Farming-fishing, Not-in-family, White, Female,No Gain,Modest Loss,40-60hrs, United-States, <=50K
3327,Old, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
3328,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
3329,Old, Private,"<=375,000", Bachelors,12-16, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3330,Middle-Aged,,"<=375,000", 12th,4-8, Never-married,, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3331,Old, Private,"<=375,000", HS-grad,8-12, Never-married, Tech-support, Other-relative, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3332,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3333,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3334,Old, Private,"<=375,000", HS-grad,8-12, Never-married, Handlers-cleaners, Own-child, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3335,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Machine-op-inspct, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3336,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
3337,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
3338,Old,,"<=375,000", HS-grad,8-12, Widowed,, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3339,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Widowed, Craft-repair, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3340,Young, Private,"<=375,000", HS-grad,8-12, Separated, Other-service, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3341,Old, Local-gov,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,60-80hrs, United-States, <=50K
3342,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Separated, Other-service, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
3343,Middle-Aged, Self-emp-inc,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Sales, Husband, Other, Male,No Gain,Modest Loss,80-100, Mexico, <=50K
3344,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3345,Middle-Aged, Private,"<=375,000", 11th,4-8, Never-married, Machine-op-inspct, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3346,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Separated, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3347,Middle-Aged, Private,"<=375,000", 5th-6th,0-4, Married-spouse-absent, Craft-repair, Other-relative, White, Male,No Gain,No Loss,20-40hrs, Mexico, <=50K
3348,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, Germany, <=50K
3349,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
3350,Young, Private,"<=375,000", HS-grad,8-12, Married-spouse-absent, Farming-fishing, Not-in-family, Other, Male,No Gain,No Loss,20-40hrs, Mexico, <=50K
3351,Middle-Aged,,"<=375,000", Some-college,8-12, Never-married,, Not-in-family, White, Female,No Gain,Modest Loss,20-40hrs, United-States, <=50K
3352,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3353,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, >50K
3354,Old, Private,"<=375,000", 11th,4-8, Never-married, Handlers-cleaners, Unmarried, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
3355,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3356,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3357,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Female,Medium Gain,No Loss,40-60hrs, Dominican-Republic, <=50K
3358,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3359,Middle-Aged, Private,"<=375,000", Masters,12-16, Never-married, Exec-managerial, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3360,Old, Self-emp-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
3361,Young, Private,"<=375,000", 11th,4-8, Never-married, Priv-house-serv, Other-relative, White, Female,No Gain,No Loss,20-40hrs, Mexico, <=50K
3362,Middle-Aged, Private,"<=375,000", 10th,4-8, Never-married, Other-service, Own-child, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3363,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3364,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3365,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3366,Middle-Aged, Private,"<=375,000", 11th,4-8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3367,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, <=50K
3368,Middle-Aged, Self-emp-not-inc,"<=375,000", Prof-school,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,High Gain,No Loss,60-80hrs, United-States, >50K
3369,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3370,Middle-Aged, Private,"<=375,000", Prof-school,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3371,Young,,"<=375,000", Some-college,8-12, Never-married,, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3372,Young, Private,"<=375,000", HS-grad,8-12, Separated, Other-service, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3373,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Tech-support, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3374,Middle-Aged, Private,"<=375,000", 10th,4-8, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3375,Young, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3376,Middle-Aged, Self-emp-not-inc,">375,000 and <=750,000", 10th,4-8, Married-civ-spouse, Transport-moving, Husband, Black, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3377,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3378,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3379,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Separated, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3380,Middle-Aged, Private,"<=375,000", 9th,4-8, Never-married, Machine-op-inspct, Unmarried, Other, Male,No Gain,No Loss,20-40hrs, Mexico, <=50K
3381,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3382,Middle-Aged, Self-emp-not-inc,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3383,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3384,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,High Gain,No Loss,20-40hrs, United-States, >50K
3385,Middle-Aged, Private,"<=375,000", 10th,4-8, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3386,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Husband, White, Male,Medium Gain,No Loss,20-40hrs, Columbia, <=50K
3387,Middle-Aged,,"<=375,000", HS-grad,8-12, Married-spouse-absent,, Not-in-family, White, Male,No Gain,No Loss,0-20hrs, United-States, >50K
3388,Middle-Aged, Self-emp-not-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3389,Middle-Aged, Private,"<=375,000", Doctorate,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,High Gain,No Loss,40-60hrs, Iran, >50K
3390,Middle-Aged, Private,"<=375,000", Doctorate,12-16, Widowed, Prof-specialty, Unmarried, White, Male,High Gain,No Loss,20-40hrs, Iran, >50K
3391,Young, Private,"<=375,000", Some-college,8-12, Never-married, Other-service, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
3392,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3393,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3394,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3395,Old, Self-emp-inc,"<=375,000", Prof-school,12-16, Separated, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3396,Middle-Aged, State-gov,"<=375,000", Bachelors,12-16, Never-married, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
3397,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Never-married, Machine-op-inspct, Own-child, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3398,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
3399,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Transport-moving, Husband, Black, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3400,Middle-Aged, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3401,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3402,Old,,"<=375,000", HS-grad,8-12, Married-civ-spouse,, Husband, Black, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
3403,Old, Private,"<=375,000", 11th,4-8, Never-married, Farming-fishing, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
3404,Middle-Aged, Private,"<=375,000", 5th-6th,0-4, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, Mexico, <=50K
3405,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3406,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
3407,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3408,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
3409,Middle-Aged, Private,">375,000 and <=750,000", 9th,4-8, Separated, Handlers-cleaners, Unmarried, Black, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
3410,Middle-Aged, Federal-gov,"<=375,000", Masters,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
3411,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Machine-op-inspct, Not-in-family, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
